"Kingdom","Phylum","Class","Order","Family","Sequence_ID"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064818__3263"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064391__28240"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064870__27771"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064511__14988"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064818__37553"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064818__51000"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064818__52462"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064818__52629"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064818__9094"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10829144__23547"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064919__37070"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10822063__2340"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064659__4877"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064919__8854"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064533__1904"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064872__25180"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064513__1721"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064513__23015"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065038__25738"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064983__14020"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065038__7551"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064355__24292"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064355__24318"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10983061__5971"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064874__29769"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064514__17707"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064840__5255"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064355__4488"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064822__8356"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064823__16558"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064356__14877"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064663__2202"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064356__20468"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064841__26688"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064823__26381"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064823__979"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064985__25139"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064945__53099"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10824132__14242"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064824__19839"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","DRR480442__29536"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064824__2447"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064357__1602"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064412__37638"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065040__68813"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064878__29668"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064878__31439"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10832959__25033"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064357__29592"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064825__14989"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064987__32245"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064413__17333"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064987__492"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064413__2350"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064825__4664"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064988__23169"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064826__17481"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10822818__17335"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064880__18507"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064880__2081"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064988__3363"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064521__13348"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064414__5143"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065006__16557"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064827__3674"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064862__37341"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064880__39496"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064845__6792"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10824161__21146"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10838000__15616"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064989__2956"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064830__10604"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064989__353"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065007__42004"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064384__3020"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064991__1741"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064523__24190"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064991__7109"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064830__30369"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064992__14006"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064992__18686"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064385__2605"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10983026__26068"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064992__23517"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064831__16973"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064883__31567"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064831__33620"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065009__2501"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064832__23192"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064993__8261"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10837974__391"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064884__10825"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064364__29240"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064527__14169"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823039__5364"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823058__13569"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064995__47713"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064995__4785"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10825434__63608"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064365__22073"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064834__21950"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064834__25437"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064996__10134"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064671__16050"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064365__7283"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064996__27015"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064914__27257"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064834__45738"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064390__15471"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10822983__15188"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10822983__1534"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064835__35292"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064529__20812"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064835__44169"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064368__20006"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064962__41823"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064420__8913"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064886__5343"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064369__3956"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064998__16908"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064548__15602"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064998__22957"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064869__9255"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065014__21219"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064837__37126"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10822983__61746"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064838__20769"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064999__3154"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10983029__11362"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064939__11720"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064889__3047"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064675__16521"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064999__3841"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064373__6245"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064999__4614"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064693__9895"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064839__16139"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065000__11536"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10822992__38521"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064890__32227"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064942__13592"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064942__15804"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064839__7371"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10818549__61040"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064493__7064"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064423__21185"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064921__20501"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064494__30904"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064943__3349"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065001__14124"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064394__4493"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065001__28252"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064857__850"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065001__31354"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064858__15859"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064536__23964"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065001__5427"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064377__30284"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064395__14644"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065002__17373"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064377__6785"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064678__7611"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064946__13869"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065002__41128"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064946__22063"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065002__5815"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064860__10886"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10825386__37436"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064843__3826"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064843__412"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064482__2960"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064679__27834"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064844__28733"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064538__48790"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823028__83107"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065004__3893"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064844__6163"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065004__4197"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064380__26209"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064845__10210"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064951__26024"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064380__42268"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10825388__2837"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064845__15454"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064908__31979"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064845__1835"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064926__22395"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064970__5237"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064399__23259"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064845__856"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064399__30772"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064541__11954"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065007__37316"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064896__37312"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064863__46064"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065029__4011"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064954__9158"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064847__12234"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064385__10556"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823035__70029"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064847__21273"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064430__12629"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064865__27108"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064847__26247"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064956__8174"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064897__37001"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064686__19955"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064386__11177"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065030__1923"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064958__15027"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064866__22140"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064848__552"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064849__17565"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19065009__4740"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823039__23035"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064866__30200"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR10403501__58551"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064850__8604"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823058__20902"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064866__8625"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064566__13451"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064388__5739"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064851__28970"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","ERR10823058__34454"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064899__9669"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064852__12031"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064900__17883"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064884__52722"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064961__8904"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064714__13079"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064546__11185"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Siphoviridae","SRR19064900__33338"
