"Kingdom","Phylum","Class","Order","Family","Sequence_ID"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10818363__24822"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064334__5456"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064524__38927"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064586__1527"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064684__35302"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064400__41216"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064385__13307"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR10983089__40926"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10819109__42461"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064842__1679"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10825183__2568"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR10983043__4544"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10820583__55032"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064930__14640"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR10403558__31434"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10825155__43299"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064478__44877"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064994__35253"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR10403568__68930"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064417__35422"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19065031__27191"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064633__44431"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064354__33570"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR10983068__20896"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064329__42253"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064624__37937"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064761__22051"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064412__48828"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR10983053__42030"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064793__41568"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR10983024__27173"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064603__35627"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR10983058__5053"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR10983037__3206"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064977__11818"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064488__8262"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","DRR480286__3835"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064875__25565"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10836464__14000"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064710__21199"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064752__20925"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","DRR480392__11810"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064687__7493"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064412__49133"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064708__22344"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064490__3414"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19065013__7312"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064887__31357"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR10983031__43326"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064605__19854"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10819455__70559"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064496__35031"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","DRR480436__5252"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064643__56138"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10821089__10152"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","DRR480324__11818"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064665__37905"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064759__5977"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064578__6938"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064675__30714"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19065016__15428"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064747__36108"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10825386__6455"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064693__35371"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","DRR480334__7196"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064677__22250"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064543__9163"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10837979__1598"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064316__12587"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10825380__25253"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064479__19554"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10825046__23122"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR10983046__41005"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR10983055__11979"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064682__16056"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064608__39403"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10836464__12790"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064881__29900"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10837998__20729"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10825432__3301"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064881__27091"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064941__14808"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19065008__5133"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10825380__24511"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064482__27835"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR10983078__8598"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR10983078__910"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR10403495__45405"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19065013__8070"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064329__39716"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR10983079__29733"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064383__24596"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064722__17455"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064908__16590"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064747__18256"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064898__45213"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064355__24101"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","DRR480424__18545"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR10403565__15646"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064499__17771"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064538__5159"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064407__27132"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064881__28912"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064634__1149"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10818713__98839"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064379__18084"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064497__24169"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR10983073__30256"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064569__13508"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064640__2158"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064649__33439"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10821059__86137"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064704__19281"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR10403520__55946"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064379__9726"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064700__2062"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19065027__26591"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR10983032__33699"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10819109__34239"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19065009__31457"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10821926__89054"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064316__10630"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10823028__58731"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064759__1999"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10828732__44421"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","DRR480335__3664"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR10983087__3619"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19065017__36513"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","ERR10823092__76328"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064993__24317"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR10983058__3341"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064878__31695"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064343__33000"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064793__43919"
"k__Sangervirae","p__Phixviricota","c__Malgrandaviricutes","o__Petitvirales","f__Microviridae","SRR19064701__17728"
"k__Bamfordvirae","p__Nucleocytoviricota","c__Megaviricutes","o__Imitervirales","f__Mimiviridae","SRR19064900__61962"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064733__44257"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480296__5842"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064327__18554"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480322__27543"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403548__62853"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064429__4511"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10818476__2639"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480338__17370"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403512__14620"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480362__1616"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064317__4698"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983060__36408"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064335__6392"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064516__18755"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064438__16742"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10821059__58588"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403533__2059"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480362__2830"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064602__16246"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064783__22922"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10829064__49478"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480380__4452"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064430__49242"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10821059__51368"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480291__2307"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480326__25653"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064418__3353"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403553__35640"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403548__21937"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19065005__27738"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480356__4322"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064788__31152"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480442__15511"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480284__1622"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064569__9299"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480334__14311"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064751__30549"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480420__7479"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10822937__10432"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983014__93114"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480415__24082"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10829064__51129"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480389__19248"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480395__17999"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403550__3213"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480290__9891"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064668__64935"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10818967__36552"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064717__5468"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10821932__41131"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480307__5779"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983019__56179"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10821261__6998"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10823138__29937"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403545__4057"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064479__3631"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064459__17420"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983085__22228"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403532__5160"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19065032__21617"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983021__20911"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064435__12064"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19065034__3976"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403505__46231"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064568__15939"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10824345__35918"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064835__44401"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480441__4098"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064424__29594"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403571__28196"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19065035__23583"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403502__25503"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19065040__22114"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480433__9013"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10829144__12255"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064573__10872"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10820978__59236"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064656__9766"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064486__25078"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10818967__17477"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064816__10109"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403508__14037"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480358__30417"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983031__3450"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480295__14613"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983086__12535"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064565__36945"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403515__21401"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064872__26974"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983073__16648"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480364__20017"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10403530__40238"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","DRR480294__17711"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR10983064__4892"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10828890__37978"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","SRR19064403__12260"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10819455__10778"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Caudovirales","f__Myoviridae","ERR10825377__15367"
