Source	Target	Correlation_CL	Correlation_PD	Avg_Correlation
s__Parascardovia_denticolens	ERR10838000__3291	0.158426847068652	0.0399442994860298	0.0991855732773411
s__Bifidobacterium_lemurum	ERR10838000__3291	0.151754076906976	0.0398073404270281	0.0957807086670021
s__Bifidobacterium_choerinum	ERR10838000__3291	0.185875043950332	0.048737885563252	0.117306464756792
s__Bifidobacterium_subtile	ERR10838000__3291	0.094615642310892	0.0659340484964561	0.0802748454036741
s__Bifidobacterium_eulemuris	ERR10838000__3291	0.128708194665007	0.0549076805033638	0.0918079375841854
s__Bifidobacterium_animalis	ERR10838000__3291	0.235070391026741	0.0586774799067188	0.14687393546673
s__Bifidobacterium_sp._ESL0790	ERR10838000__3291	0.170019182095785	0.0265516929791384	0.0982854375374617
s__Bifidobacterium_dentium	ERR10838000__3291	0.0282367598559668	0.0387913632874374	0.0335140615717021
s__Leptogranulimonas_caecicola	ERR10838000__3291	0.206899702663893	0.0134258403991859	0.110162771531539
s__Ndongobacter_massiliensis	ERR10838000__3291	0.203703639103049	0.0320192820429421	0.117861460572995
s__Peptoniphilus_equinus	ERR10838000__3291	0.182290118450892	-0.0557835328053827	0.0632532928227545
s__Aedoeadaptatus_ivorii	ERR10838000__3291	0.206493676227974	0.0233078357414727	0.114900755984723
s__Selenomonas_timonae	ERR10838000__3291	0.225717491056595	0.0300552214686232	0.127886356262609
s__Selenomonas_dianae	ERR10838000__3291	0.193550440317074	0.00961375588573944	0.101582098101407
s__Veillonella_orientalis	ERR10838000__3291	-0.0548098977158256	-0.0864351090837749	-0.0706225033998003
s__Veillonella_dispar	ERR10838000__3291	-0.078376649090026	-0.06848492981007	-0.073430789450048
s__Alicyclobacillus_acidocaldarius	ERR10838000__3291	0.261826500098527	0.0137666343427366	0.137796567220632
s__Tumebacillus_avium	ERR10838000__3291	0.258175218377722	0.0305321448666768	0.144353681622199
s__Gemella_sanguinis	ERR10838000__3291	-0.0292656929049773	-0.128952660672375	-0.0791091767886763
s__Thermobacillus_composti	ERR10838000__3291	0.255955279386438	0.0232250682916597	0.139590173839049
s__Cohnella_sp._WGS1546	ERR10838000__3291	0.234620191052931	-0.000830679172211517	0.11689475594036
s__Cohnella_sp._LGH	ERR10838000__3291	0.229460622132702	0.067044781649027	0.148252701890865
s__Cohnella_candidum	ERR10838000__3291	0.271632785796722	0.0681544974705245	0.169893641633623
s__Brevibacillus_composti	ERR10838000__3291	0.228129230267772	0.0549173936684879	0.14152331196813
s__Paenibacillus_dendritiformis	ERR10838000__3291	0.225500070637205	0.0518931746138768	0.138696622625541
s__Paenibacillus_sp._FSL_K6-1096	ERR10838000__3291	0.236785335176684	0.058149161803057	0.147467248489871
s__Paenibacillus_albicereus	ERR10838000__3291	0.226935012358828	0.0739035169663073	0.150419264662568
s__Paenibacillus_beijingensis	ERR10838000__3291	0.202030505939788	0.0230779237939671	0.112554214866878
s__Paenibacillus_rhizovicinus	ERR10838000__3291	0.179286264990704	0.0626600332276342	0.120973149109169
s__Paenibacillus_lycopersici	ERR10838000__3291	0.269906322446838	0.0418650147845843	0.155885668615711
s__Paenibacillus_elgii	ERR10838000__3291	0.264673934557948	0.0427807235176965	0.153727329037822
s__Paenibacillus_konkukensis	ERR10838000__3291	0.181710054090036	0.0243763504657612	0.103043202277899
s__Paenibacillus_thiaminolyticus	ERR10838000__3291	0.213923914684391	0.0310320302712157	0.122477972477803
s__Paenibacillus_durus	ERR10838000__3291	0.193488142741572	0.0484296444480047	0.120958893594789
s__Paenibacillus_macerans	ERR10838000__3291	0.198294110177426	0.0587147381453169	0.128504424161372
s__Paenibacillus_sp._32O-W	ERR10838000__3291	0.242553425189534	0.0401493761983028	0.141351400693918
s__Paenibacillus_sp._RUD330	ERR10838000__3291	0.27527724811735	0.0128885769059967	0.144082912511673
s__Paenibacillus_sp._FSL_K6-1217	ERR10838000__3291	0.144192473596646	0.0687605366882804	0.106476505142463
s__Lacticaseibacillus_rhamnosus	ERR10838000__3291	0.185641718588783	0.101811152995037	0.14372643579191
s__Streptococcus_sp._HSISS3	ERR10838000__3291	0.10730504055496	0.0603479855775279	0.0838265130662438
s__Streptococcus_sp._FSL_W7-1342	ERR10838000__3291	0.0428245532152587	0.0449406299479545	0.0438825915816066
s__Streptococcus_mutans	ERR10838000__3291	0.0246701713367176	0.0364438034345444	0.030556987385631
s__Streptococcus_vestibularis	ERR10838000__3291	0.0704307645473486	0.0218982839424311	0.0461645242448898
s__Streptococcus_rubneri	ERR10838000__3291	0.00350709777043993	-0.0665411008234653	-0.0315170015265127
s__Moorella_sp._Hama-1	ERR10838000__3291	0.252605898491536	0.0361119788885751	0.144358938690056
s__Christensenella_sp._MSJ-20	ERR10838000__3291	0.192923599876	0.027029904217095	0.109976752046548
s__Peptoclostridium_acidaminophilum	ERR10838000__3291	0.155352645768681	0.0142812057591018	0.0848169257638913
s__Caldinitratiruptor_microaerophilus	ERR10838000__3291	0.197016933243642	0.0416721058279784	0.11934451953581
s__Desulfofundulus_kuznetsovii	ERR10838000__3291	0.206237403637738	0.0379468801147047	0.122092141876222
s__Desulforamulus_ruminis	ERR10838000__3291	0.216352034853804	0.0224166822353274	0.119384358544566
s__Candidatus_Formimonas_warabiya	ERR10838000__3291	0.169575033259886	0.021964659767236	0.0957698465135608
s__Dehalobacter_restrictus	ERR10838000__3291	0.265863823863144	0.0744635725976789	0.170163698230412
s__Butyricicoccus_sp._GAM44	ERR10838000__3291	0.0612818309675225	-0.028444530790553	0.0164186500884847
s__Caproiciproducens_sp._NJN-50	ERR10838000__3291	0.245538860376217	0.0403871598139902	0.142963010095104
s__Thermaerobacter_sp._PB12/4term	ERR10838000__3291	0.282335230397422	0.0251195576600676	0.153727394028745
s__Alkalibacter_rhizosphaerae	ERR10838000__3291	0.194300594826557	0.026506603828731	0.110403599327644
s__Roseburia_faecis	ERR10838000__3291	-0.000739145646388381	-0.0449051007395766	-0.0228221231929825
s__Archangium_violaceum	ERR10838000__3291	0.21911761684054	0.0367695758206677	0.127943596330604
s__Breznakiella_homolactica	ERR10838000__3291	0.287337012313117	0.0777349162740832	0.1825359642936
s__Treponema_brennaborense	ERR10838000__3291	0.232317169569368	0.0589438947723166	0.145630532170842
s__Treponema_saccharophilum	ERR10838000__3291	0.248035205589954	0.0489000170714988	0.148467611330726
s__Geotalea_uraniireducens	ERR10838000__3291	0.230215492701512	0.0404067807367737	0.135311136719143
s__Trichlorobacter_lovleyi	ERR10838000__3291	0.168811598361752	0.0925659500826755	0.130688774222214
s__Solidesulfovibrio_carbinoliphilus	ERR10838000__3291	0.244886429776472	0.130719593593821	0.187803011685147
s__Oceanidesulfovibrio_marinus	ERR10838000__3291	0.268014465013033	0.104007598836519	0.186011031924776
s__Megalodesulfovibrio_gigas	ERR10838000__3291	0.304443192974271	0.0707082986714685	0.18757574582287
s__Salidesulfovibrio_onnuriiensis	ERR10838000__3291	0.291209517109392	0.120540486460784	0.205875001785088
s__Pseudodesulfovibrio_methanolicus	ERR10838000__3291	0.277339420529997	0.152172699849225	0.214756060189611
s__Pseudodesulfovibrio_mercurii	ERR10838000__3291	0.238380951440212	0.125259640853655	0.181820296146934
s__Pseudodesulfovibrio_tunisiensis	ERR10838000__3291	0.292160674372484	0.13051013759539	0.211335405983937
s__Pseudodesulfovibrio_indicus	ERR10838000__3291	0.25041324081862	0.116885354139538	0.183649297479079
s__Achromobacter_xylosoxidans	ERR10838000__3291	0.203227919745201	0.0419385493706423	0.122583234557921
s__Oxalobacter_aliiformigenes	ERR10838000__3291	0.224693658683289	0.100510933577207	0.162602296130248
s__Ramlibacter_tataouinensis	ERR10838000__3291	0.236437616644095	0.0647141249141806	0.150575870779138
s__Cupriavidus_taiwanensis	ERR10838000__3291	0.218621907696105	0.0160746796639111	0.117348293680008
s__Cupriavidus_pauculus	ERR10838000__3291	0.16656685618885	0.025859786560495	0.0962133213746724
s__Burkholderia_cepacia	ERR10838000__3291	0.237561595500033	0.0305593944022828	0.134060494951158
s__Roseibium_sp.	ERR10838000__3291	0.232748085294642	0.0640676317311105	0.148407858512876
s__Sinorhizobium_fredii	ERR10838000__3291	0.220088851495441	0.0402252895949665	0.130157070545204
s__Pseudomonas_chlororaphis	ERR10838000__3291	0.213133373302941	0.0705412125567498	0.141837292929845
s__Cedecea_neteri	ERR10838000__3291	0.12216156750492	0.0143000554288109	0.0682308114668653
s__Enterobacter_cloacae	ERR10838000__3291	0.0357876946622074	-0.0709082887927194	-0.017560297065256
s__Porphyromonas_asaccharolytica	ERR10838000__3291	0.109608751752518	0.135376297209925	0.122492524481221
s__Segatella_oris	ERR10838000__3291	-0.0082965589515329	0.0755337172434997	0.0336185791459834
s__Prevotella_fusca	ERR10838000__3291	0.0380874301405108	0.0627019232713533	0.0503946767059321
s__Prevotella_sp._E15-22	ERR10838000__3291	0.0309988967688253	0.0771940429189903	0.0540964698439078
s__Alistipes_onderdonkii	ERR10838000__3291	0.113154611544589	0.00782803615204725	0.0604913238483179
s__Candidatus_Nanosynbacter_sp._HMT-352	ERR10838000__3291	-0.0521631609325404	-0.0703235532775273	-0.0612433571050339
s__Methanobrevibacter_smithii	ERR10838000__3291	0.226885079939278	0.172272964431375	0.199579022185327
s__Candidatus_Poriferisocius_sp.	ERR10838187__25453	0.487535752027063	0.523799735206379	0.505667743616721
s__Candidatus_Poriferisodalis_sp.	ERR10838187__25453	0.504789813739038	0.548053918990982	0.52642186636501
s__Propionibacterium_freudenreichii	ERR10838187__25453	0.360660663932962	0.400768646462843	0.380714655197903
s__Propionibacterium_acidifaciens	ERR10838187__25453	0.325459714004077	0.262291486692365	0.293875600348221
s__Streptomyces_canus	ERR10838187__25453	0.361474802743951	0.431321071060755	0.396397936902353
s__Streptomyces_venezuelae	ERR10838187__25453	0.43538284719132	0.420275727061301	0.427829287126311
s__Actinomyces_sp._HMT_175	ERR10838187__25453	0.135751305225384	0.136952799864179	0.136352052544782
s__Actinomyces_sp._oral_taxon_169	ERR10838187__25453	0.151378788543779	0.150345924146014	0.150862356344897
s__Schaalia_turicensis	ERR10838187__25453	0.304320522630744	0.276810654609767	0.290565588620255
s__Parascardovia_denticolens	ERR10838187__25453	0.353829068831311	0.267441687024365	0.310635377927838
s__Bifidobacterium_lemurum	ERR10838187__25453	0.349939354828792	0.291366991811557	0.320653173320175
s__Bifidobacterium_choerinum	ERR10838187__25453	0.360110453416258	0.382036265720649	0.371073359568454
s__Bifidobacterium_subtile	ERR10838187__25453	0.326514654745904	0.326377927558214	0.326446291152059
s__Bifidobacterium_eulemuris	ERR10838187__25453	0.34309035433912	0.293025796823319	0.31805807558122
s__Bifidobacterium_animalis	ERR10838187__25453	0.364689339895149	0.189616140372982	0.277152740134065
s__Bifidobacterium_sp._ESL0790	ERR10838187__25453	0.328321868752354	0.303220947423647	0.315771408088
s__Bifidobacterium_dentium	ERR10838187__25453	0.213235871853731	0.126914124260277	0.170074998057004
s__Leptogranulimonas_caecicola	ERR10838187__25453	0.457341406462903	0.488364560028764	0.472852983245833
s__Ndongobacter_massiliensis	ERR10838187__25453	0.469736977620013	0.508078065956538	0.488907521788276
s__Peptoniphilus_equinus	ERR10838187__25453	0.475398064872494	0.467581102597073	0.471489583734783
s__Aedoeadaptatus_ivorii	ERR10838187__25453	0.449357186135137	0.504576392474232	0.476966789304685
s__Selenomonas_timonae	ERR10838187__25453	0.477258122657393	0.483390878826526	0.48032450074196
s__Selenomonas_dianae	ERR10838187__25453	0.483827742326189	0.496526249916474	0.490176996121332
s__Veillonella_orientalis	ERR10838187__25453	-0.116657971073306	-0.0960208308747844	-0.106339400974045
s__Veillonella_dispar	ERR10838187__25453	-0.105698917121304	-0.0971499952003625	-0.101424456160833
s__Alicyclobacillus_acidocaldarius	ERR10838187__25453	0.518588188055356	0.513234015493313	0.515911101774334
s__Tumebacillus_avium	ERR10838187__25453	0.466482849919769	0.461067337622163	0.463775093770966
s__Gemella_sanguinis	ERR10838187__25453	-0.0302537533545801	-0.0235961677271213	-0.0269249605408507
s__Thermobacillus_composti	ERR10838187__25453	0.522020860061592	0.540383326479009	0.5312020932703
s__Cohnella_sp._WGS1546	ERR10838187__25453	0.517952581616309	0.506046008096906	0.511999294856608
s__Cohnella_sp._LGH	ERR10838187__25453	0.509401869345474	0.488673831336551	0.499037850341012
s__Cohnella_candidum	ERR10838187__25453	0.464588710780766	0.44182345186169	0.453206081321228
s__Brevibacillus_composti	ERR10838187__25453	0.391542662237248	0.450779166841305	0.421160914539276
s__Paenibacillus_dendritiformis	ERR10838187__25453	0.481638855565043	0.469378548463374	0.475508702014208
s__Paenibacillus_sp._FSL_K6-1096	ERR10838187__25453	0.411757929880573	0.392642301287808	0.40220011558419
s__Paenibacillus_albicereus	ERR10838187__25453	0.454535409591464	0.438547454082724	0.446541431837094
s__Paenibacillus_beijingensis	ERR10838187__25453	0.428649146342145	0.417993534173077	0.423321340257611
s__Paenibacillus_rhizovicinus	ERR10838187__25453	0.401284720457032	0.366986363776143	0.384135542116587
s__Paenibacillus_lycopersici	ERR10838187__25453	0.445493187039263	0.44969148227797	0.447592334658617
s__Paenibacillus_elgii	ERR10838187__25453	0.434239115762078	0.430363125454402	0.43230112060824
s__Paenibacillus_konkukensis	ERR10838187__25453	0.405979246004485	0.452602410657902	0.429290828331193
s__Paenibacillus_thiaminolyticus	ERR10838187__25453	0.453376897571376	0.429726809516357	0.441551853543867
s__Paenibacillus_durus	ERR10838187__25453	0.366959355936933	0.444379946096147	0.40566965101654
s__Paenibacillus_macerans	ERR10838187__25453	0.495145986907871	0.497806973366654	0.496476480137262
s__Paenibacillus_sp._32O-W	ERR10838187__25453	0.525037496880458	0.47748583051967	0.501261663700064
s__Paenibacillus_sp._RUD330	ERR10838187__25453	0.494373998181894	0.491674382768787	0.49302419047534
s__Paenibacillus_sp._FSL_K6-1217	ERR10838187__25453	0.35419082415977	0.328344913156583	0.341267868658176
s__Lacticaseibacillus_rhamnosus	ERR10838187__25453	0.312891930372111	0.0998853868287132	0.206388658600412
s__Streptococcus_sp._HSISS3	ERR10838187__25453	0.00931390452429222	-0.0334486049325138	-0.0120673502041108
s__Streptococcus_sp._FSL_W7-1342	ERR10838187__25453	-0.0292081698497059	-0.059625680678599	-0.0444169252641524
s__Streptococcus_mutans	ERR10838187__25453	0.165716807351681	0.124115782751808	0.144916295051744
s__Streptococcus_vestibularis	ERR10838187__25453	-0.0298619843836931	-0.00793025522501543	-0.0188961198043543
s__Streptococcus_rubneri	ERR10838187__25453	-0.00132448630804517	-0.0654637554486975	-0.0333941208783713
s__Moorella_sp._Hama-1	ERR10838187__25453	0.475308081898532	0.511409505779842	0.493358793839187
s__Christensenella_sp._MSJ-20	ERR10838187__25453	0.616162659665086	0.571946577171912	0.594054618418499
s__Peptoclostridium_acidaminophilum	ERR10838187__25453	0.431119717143724	0.491814859110607	0.461467288127166
s__Caldinitratiruptor_microaerophilus	ERR10838187__25453	0.498205429508601	0.513154230775735	0.505679830142168
s__Desulfofundulus_kuznetsovii	ERR10838187__25453	0.492300783168571	0.485015951741876	0.488658367455223
s__Desulforamulus_ruminis	ERR10838187__25453	0.52520183049839	0.487795755154975	0.506498792826682
s__Candidatus_Formimonas_warabiya	ERR10838187__25453	0.450272286848219	0.49506044040581	0.472666363627014
s__Dehalobacter_restrictus	ERR10838187__25453	0.361561117077935	0.36020015689346	0.360880636985697
s__Butyricicoccus_sp._GAM44	ERR10838187__25453	0.0548680309715675	-0.0214500071925199	0.0167090118895238
s__Caproiciproducens_sp._NJN-50	ERR10838187__25453	0.424844492224901	0.468697594423673	0.446771043324287
s__Thermaerobacter_sp._PB12/4term	ERR10838187__25453	0.478872752969321	0.503844429836388	0.491358591402854
s__Alkalibacter_rhizosphaerae	ERR10838187__25453	0.462184470051224	0.507679787947333	0.484932128999278
s__Roseburia_faecis	ERR10838187__25453	0.0460648481131977	0.124259044525255	0.0851619463192262
s__Archangium_violaceum	ERR10838187__25453	0.498681425848582	0.545396584313317	0.52203900508095
s__Breznakiella_homolactica	ERR10838187__25453	0.446225020811524	0.451533045759086	0.448879033285305
s__Treponema_brennaborense	ERR10838187__25453	0.495635600135772	0.46901360179252	0.482324600964146
s__Treponema_saccharophilum	ERR10838187__25453	0.45296894715008	0.466888063014801	0.459928505082441
s__Geotalea_uraniireducens	ERR10838187__25453	0.48506065156923	0.430454046461037	0.457757349015134
s__Trichlorobacter_lovleyi	ERR10838187__25453	0.370796479553308	0.331283658567075	0.351040069060191
s__Solidesulfovibrio_carbinoliphilus	ERR10838187__25453	0.36809345330617	0.359635773170039	0.363864613238105
s__Oceanidesulfovibrio_marinus	ERR10838187__25453	0.355311280656015	0.393005589145137	0.374158434900576
s__Megalodesulfovibrio_gigas	ERR10838187__25453	0.374407003488935	0.394265746304469	0.384336374896702
s__Salidesulfovibrio_onnuriiensis	ERR10838187__25453	0.387695672088004	0.375469130734347	0.381582401411176
s__Pseudodesulfovibrio_methanolicus	ERR10838187__25453	0.304369396273126	0.305831170245196	0.305100283259161
s__Pseudodesulfovibrio_mercurii	ERR10838187__25453	0.277719967015409	0.328326065100587	0.303023016057998
s__Pseudodesulfovibrio_tunisiensis	ERR10838187__25453	0.261254943851422	0.273630113880345	0.267442528865884
s__Pseudodesulfovibrio_indicus	ERR10838187__25453	0.322825205642084	0.318535228810722	0.320680217226403
s__Achromobacter_xylosoxidans	ERR10838187__25453	0.415806779292992	0.388130833717701	0.401968806505346
s__Oxalobacter_aliiformigenes	ERR10838187__25453	0.413620328015805	0.28272525259219	0.348172790303998
s__Ramlibacter_tataouinensis	ERR10838187__25453	0.429716633304197	0.40906842789729	0.419392530600744
s__Cupriavidus_taiwanensis	ERR10838187__25453	0.378994143859754	0.447595447341898	0.413294795600826
s__Cupriavidus_pauculus	ERR10838187__25453	0.418156060495233	0.360815827085662	0.389485943790448
s__Burkholderia_cepacia	ERR10838187__25453	0.328771799527878	0.23290249279101	0.280837146159444
s__Roseibium_sp.	ERR10838187__25453	0.380496608812806	0.306363052245	0.343429830528903
s__Sinorhizobium_fredii	ERR10838187__25453	0.345306521602654	0.414953849478364	0.380130185540509
s__Pseudomonas_chlororaphis	ERR10838187__25453	0.371410734977854	0.408541250455991	0.389975992716923
s__Cedecea_neteri	ERR10838187__25453	0.303151797261489	0.370167380555892	0.336659588908691
s__Enterobacter_cloacae	ERR10838187__25453	0.239427541888431	0.18714638735262	0.213286964620526
s__Porphyromonas_asaccharolytica	ERR10838187__25453	0.204769920772008	0.170468125117335	0.187619022944671
s__Segatella_oris	ERR10838187__25453	0.0675223492623558	0.154648309221124	0.11108532924174
s__Prevotella_fusca	ERR10838187__25453	0.0922377225296702	0.125642104608302	0.108939913568986
s__Prevotella_sp._E15-22	ERR10838187__25453	0.177547946590728	0.181210912348238	0.179379429469483
s__Alistipes_onderdonkii	ERR10838187__25453	0.117566803942197	0.219772773866781	0.168669788904489
s__Candidatus_Nanosynbacter_sp._HMT-352	ERR10838187__25453	0.0318174260577578	0.00495523195765517	0.0183863290077065
s__Methanobrevibacter_smithii	ERR10838187__25453	0.373735751512801	0.312912886717131	0.343324319114966
s__Candidatus_Poriferisocius_sp.	SRR10403510__22471	0.157635638006902	0.0804001025337133	0.119017870270308
s__Candidatus_Poriferisodalis_sp.	SRR10403510__22471	0.182182584021365	0.166295277784501	0.174238930902933
s__Propionibacterium_freudenreichii	SRR10403510__22471	0.166251578452235	0.132189642262671	0.149220610357453
s__Propionibacterium_acidifaciens	SRR10403510__22471	0.140504838180523	0.061862736257441	0.101183787218982
s__Streptomyces_canus	SRR10403510__22471	0.117167018200352	0.0902718879151142	0.103719453057733
s__Streptomyces_venezuelae	SRR10403510__22471	0.138261048912851	0.137700901189111	0.137980975050981
s__Actinomyces_sp._HMT_175	SRR10403510__22471	-0.0574067559839454	-0.0923924296985622	-0.0748995928412538
s__Actinomyces_sp._oral_taxon_169	SRR10403510__22471	-0.0565625495017787	-0.0548560673521935	-0.0557093084269861
s__Schaalia_turicensis	SRR10403510__22471	0.10946121630961	-0.0604609161740734	0.0245001500677684
s__Parascardovia_denticolens	SRR10403510__22471	0.109344891038716	0.00427046234045534	0.0568076766895857
s__Bifidobacterium_lemurum	SRR10403510__22471	0.142519236729753	0.0478075216612216	0.0951633791954873
s__Bifidobacterium_choerinum	SRR10403510__22471	0.0686691392798483	0.0737182851780415	0.0711937122289449
s__Bifidobacterium_subtile	SRR10403510__22471	0.0651664903676613	0.0533531036567601	0.0592597970122107
s__Bifidobacterium_eulemuris	SRR10403510__22471	0.155708704456317	0.0829063198846133	0.119307512170465
s__Bifidobacterium_animalis	SRR10403510__22471	0.123958904093198	0.0963984271595912	0.110178665626395
s__Bifidobacterium_sp._ESL0790	SRR10403510__22471	0.0958218357310033	0.106587449379047	0.101204642555025
s__Bifidobacterium_dentium	SRR10403510__22471	0.0918668714886691	0.0146629037110149	0.053264887599842
s__Leptogranulimonas_caecicola	SRR10403510__22471	0.198140936109358	0.117310682144559	0.157725809126959
s__Ndongobacter_massiliensis	SRR10403510__22471	0.171717718450032	0.143630920073833	0.157674319261933
s__Peptoniphilus_equinus	SRR10403510__22471	0.171023532438734	0.0988157762322666	0.1349196543355
s__Aedoeadaptatus_ivorii	SRR10403510__22471	0.124796644113789	0.122821375658195	0.123809009885992
s__Selenomonas_timonae	SRR10403510__22471	0.202928820531795	0.154641747381809	0.178785283956802
s__Selenomonas_dianae	SRR10403510__22471	0.229907025199235	0.165843641349411	0.197875333274323
s__Veillonella_orientalis	SRR10403510__22471	0.114128763554426	0.158800900418359	0.136464831986392
s__Veillonella_dispar	SRR10403510__22471	0.118160163920442	0.152867026835544	0.135513595377993
s__Alicyclobacillus_acidocaldarius	SRR10403510__22471	0.103025080203217	0.0964810948814679	0.0997530875423424
s__Tumebacillus_avium	SRR10403510__22471	0.215316764647523	0.161582571242112	0.188449667944817
s__Gemella_sanguinis	SRR10403510__22471	0.0165721673281088	-0.00274853462035806	0.00691181635387539
s__Thermobacillus_composti	SRR10403510__22471	0.152899253671332	0.145079980220484	0.148989616945908
s__Cohnella_sp._WGS1546	SRR10403510__22471	0.167902624578166	0.0983946375496374	0.133148631063902
s__Cohnella_sp._LGH	SRR10403510__22471	0.148619299279182	0.105668454139087	0.127143876709135
s__Cohnella_candidum	SRR10403510__22471	0.181167469290876	0.122501958693729	0.151834713992302
s__Brevibacillus_composti	SRR10403510__22471	0.0999094673918454	0.0255192902928653	0.0627143788423554
s__Paenibacillus_dendritiformis	SRR10403510__22471	0.147924959425616	0.0959338565172269	0.121929407971422
s__Paenibacillus_sp._FSL_K6-1096	SRR10403510__22471	0.146589742236922	0.0238860980681054	0.0852379201525135
s__Paenibacillus_albicereus	SRR10403510__22471	0.110430372273642	0.0791822937486063	0.0948063330111243
s__Paenibacillus_beijingensis	SRR10403510__22471	0.169918987034466	0.103119924601033	0.136519455817749
s__Paenibacillus_rhizovicinus	SRR10403510__22471	0.136922059447157	0.058810351253199	0.0978662053501779
s__Paenibacillus_lycopersici	SRR10403510__22471	0.185857572813436	0.131540880919973	0.158699226866704
s__Paenibacillus_elgii	SRR10403510__22471	0.143630802110616	0.111029728459909	0.127330265285263
s__Paenibacillus_konkukensis	SRR10403510__22471	0.149255977345094	0.0699990713067266	0.10962752432591
s__Paenibacillus_thiaminolyticus	SRR10403510__22471	0.209534266950343	0.088960125743625	0.149247196346984
s__Paenibacillus_durus	SRR10403510__22471	0.142832443052949	0.00755109227585605	0.0751917676644023
s__Paenibacillus_macerans	SRR10403510__22471	0.135372592697171	0.094168179635565	0.114770386166368
s__Paenibacillus_sp._32O-W	SRR10403510__22471	0.124580070148039	0.0796626311639958	0.102121350656017
s__Paenibacillus_sp._RUD330	SRR10403510__22471	0.132704512865365	0.137270452126979	0.134987482496172
s__Paenibacillus_sp._FSL_K6-1217	SRR10403510__22471	0.175050724452777	0.148902944793659	0.161976834623218
s__Lacticaseibacillus_rhamnosus	SRR10403510__22471	0.0205364268013203	-0.0799918211063775	-0.0297276971525286
s__Streptococcus_sp._HSISS3	SRR10403510__22471	-0.00972325571108828	-0.0488340533919721	-0.0292786545515302
s__Streptococcus_sp._FSL_W7-1342	SRR10403510__22471	0.00693449463550998	0.00087567047173496	0.00390508255362247
s__Streptococcus_mutans	SRR10403510__22471	0.0692208154058315	0.0136869561686054	0.0414538857872185
s__Streptococcus_vestibularis	SRR10403510__22471	-0.00720744055291069	-0.050204437919765	-0.0287059392363378
s__Streptococcus_rubneri	SRR10403510__22471	-0.024551283587049	0.00239286338312832	-0.0110792101019604
s__Moorella_sp._Hama-1	SRR10403510__22471	0.165006078233748	0.0635721327298922	0.11428910548182
s__Christensenella_sp._MSJ-20	SRR10403510__22471	0.193168258706704	0.0924862350114236	0.142827246859064
s__Peptoclostridium_acidaminophilum	SRR10403510__22471	0.0611429989478724	0.0793280029805492	0.0702355009642108
s__Caldinitratiruptor_microaerophilus	SRR10403510__22471	0.0972984521270909	0.118036677149878	0.107667564638484
s__Desulfofundulus_kuznetsovii	SRR10403510__22471	0.112718622082222	0.0385414627103339	0.075630042396278
s__Desulforamulus_ruminis	SRR10403510__22471	0.132432877818521	0.0245077303600314	0.0784703040892759
s__Candidatus_Formimonas_warabiya	SRR10403510__22471	0.0653702441848084	0.0303541805719228	0.0478622123783656
s__Dehalobacter_restrictus	SRR10403510__22471	0.146545014959671	0.076639847072182	0.111592431015927
s__Butyricicoccus_sp._GAM44	SRR10403510__22471	0.23549833822405	0.186204618636734	0.210851478430392
s__Caproiciproducens_sp._NJN-50	SRR10403510__22471	0.11603396773408	0.0372519413109578	0.0766429545225189
s__Thermaerobacter_sp._PB12/4term	SRR10403510__22471	0.163151511984999	0.127526710815325	0.145339111400162
s__Alkalibacter_rhizosphaerae	SRR10403510__22471	0.1809228145884	0.0892366825658134	0.135079748577106
s__Roseburia_faecis	SRR10403510__22471	0.213771900351756	0.279447011377526	0.246609455864641
s__Archangium_violaceum	SRR10403510__22471	0.160383513906566	0.107228534833231	0.133806024369899
s__Breznakiella_homolactica	SRR10403510__22471	0.153096530271257	0.0958373592168307	0.124466944744044
s__Treponema_brennaborense	SRR10403510__22471	0.103228977229488	0.120086421580106	0.111657699404797
s__Treponema_saccharophilum	SRR10403510__22471	0.228049262461162	0.128938509057213	0.178493885759188
s__Geotalea_uraniireducens	SRR10403510__22471	0.15238328120534	0.0960536020209325	0.124218441613136
s__Trichlorobacter_lovleyi	SRR10403510__22471	0.0720232886029114	0.0239340672102436	0.0479786779065775
s__Solidesulfovibrio_carbinoliphilus	SRR10403510__22471	0.0734866992955541	0.066595583734667	0.0700411415151106
s__Oceanidesulfovibrio_marinus	SRR10403510__22471	0.0564595651432111	0.042878715418821	0.0496691402810161
s__Megalodesulfovibrio_gigas	SRR10403510__22471	0.103429818800592	0.0534460053738884	0.0784379120872404
s__Salidesulfovibrio_onnuriiensis	SRR10403510__22471	0.0936718225373792	0.0601183858630359	0.0768951042002075
s__Pseudodesulfovibrio_methanolicus	SRR10403510__22471	0.0684646925201356	0.0310159141729164	0.049740303346526
s__Pseudodesulfovibrio_mercurii	SRR10403510__22471	0.00337599326843811	0.0345982565914199	0.018987124929929
s__Pseudodesulfovibrio_tunisiensis	SRR10403510__22471	0.0547706733053917	0.0426453085503005	0.0487079909278461
s__Pseudodesulfovibrio_indicus	SRR10403510__22471	0.0486484477304245	0.0335161453352463	0.0410822965328354
s__Achromobacter_xylosoxidans	SRR10403510__22471	0.120741795875935	0.143294082357159	0.132017939116547
s__Oxalobacter_aliiformigenes	SRR10403510__22471	0.195413558006677	0.176927561173935	0.186170559590306
s__Ramlibacter_tataouinensis	SRR10403510__22471	0.199841641576178	0.122521749715234	0.161181695645706
